3463551498,1633132680,WD4ELG,FM06be,-9,7.040108,WA4CHQ,FM17ui,23,0,344,249,7,2.3.0,1
3463553958,1633132680,KA7OEI,DN40ao,-29,28.126177,WA7X,DM49ho,30,0,122,336,28,WD_2.10k,1
3463553810,1633132680,KA7OEI-1,DN31uo,-25,28.126182,WA7X,DM49ho,30,0,235,341,28,WD_2.10k,1
3463550995,1633132680,WA9WTK,FN42fk,-26,28.126144,WB2CPU,FN42,23,-4,41,264,28,2.4.0,1
3463552841,1633132680,WA2TP,FN30lu,-20,28.126023,WB2EEE,FN21xh,37,-2,98,121,28,WD_2.10k,1
3463551236,1633132680,N6RY,DM33sp,-26,28.126072,WB4CPJ,EL96wt,23,0,3184,292,28,2.5.0,1
3463553710,1633132680,KFS,CM87tj,-26,1.838079,WB6YRW,CM97,23,0,118,266,1,WD_3.0a,1
3463553755,1633132680,KPH,CM88mc,-7,1.838078,WB6YRW,CM97,23,0,182,293,1,WD_3.0a,1
3463551359,1633132680,K6MCS,CM98hq,-24,14.097120,WD0E,DM79qm,30,2,1446,272,14,2.2.2,1
3463551445,1633132680,K9YWO,EN61fn,-26,14.097114,WD0E,DM79qm,30,2,1459,76,14,2.4.0,1
3463553709,1633132680,KB9AMG,EN52tx,-17,14.097114,WD0E,DM79qm,30,2,1409,69,14,1.6.1-deve,1
3463552712,1633132680,KD0KYA,EN53oa,-16,14.097120,WD0E,DM79qm,30,2,1377,68,14,2.5.0,1
3463553595,1633132680,KFS,CM87tj,-21,14.097113,WD0E,DM79qm,30,2,1561,267,14,WD_3.0a,1
3463554098,1633132680,KK6PR,CN94ik,-18,14.097112,WD0E,DM79qm,30,3,1479,297,14,WD_2.10k,1
3463553001,1633132680,KP4MD,CM98iq,-23,14.097119,WD0E,DM79qm,30,3,1439,272,14,WD_2.10k,1
3463553718,1633132680,KPH,CM88mc,-22,14.097113,WD0E,DM79qm,30,2,1593,270,14,WD_3.0a,1
3463552742,1633132680,WA3TTS,EN90xn,-24,14.097120,WD0E,DM79qm,30,3,2089,79,14,2.5.0-rc5,1
3463551305,1633132680,WB6TOU,CM98tf,-29,14.097113,WD0E,DM79qm,30,3,1369,269,14,2.1.2,1
3463553480,1633132680,WB7ABP,CM88ok,-30,14.097138,WD0E,DM79qm,30,2,1572,271,14,,1
3463552544,1633132680,2E0PYB,JO01is,-27,7.040200,WE2FAT,FN31,23,0,5499,51,7,2.1.2,1
3463553938,1633132680,AB1KW,FN43fe,-12,7.040190,WE2FAT,FN31,23,0,226,32,7,,1
3463552786,1633132680,AJ8S,EM89bt,-9,7.040190,WE2FAT,FN31,23,0,932,262,7,2.1.2,1
3463552412,1633132680,DK6UG,JN49cm,-23,7.040190,WE2FAT,FN31,23,0,6083,52,7,2.2.2,1
3463553789,1633132680,DL0HT,JO43jb,-28,7.040193,WE2FAT,FN31,23,0,5960,48,7,,1
3463553772,1633132680,EA8BFK,IL38bo,-20,7.040190,WE2FAT,FN31,23,0,5464,85,7,WD_2.10k,1
3463552471,1633132680,G7RMG,IO80,-23,7.040193,WE2FAT,FN31,23,1,5296,54,7,2.5.0,1
3463553226,1633132680,G8LCO,IO91vu,-33,7.040217,WE2FAT,FN31,23,0,5437,52,7,SparkSDR,1
3463554046,1633132680,HB9TMC,JN46lj,-22,7.040190,WE2FAT,FN31,23,0,6286,55,7,DS_0.34.1,1
3463552749,1633132680,I0UVN,JN61nl,-28,7.040190,WE2FAT,FN31,23,0,6845,58,7,,1
3463552423,1633132680,IV3DXW,JN65qq,-24,7.040189,WE2FAT,FN31,23,0,6623,54,7,SparkSDR,1
3463551868,1633132680,K1HTV-4,FM18ap,-10,7.040198,WE2FAT,FN31,23,0,524,235,7,0.9_r4178,1
3463554244,1633132680,K3KQV,FN00,-2,7.040192,WE2FAT,FN31,23,0,516,260,7,,1
3463551040,1633132680,K8MWG,EN80uu,-26,7.040209,WE2FAT,FN31,23,0,777,268,7,2.4.0,1
3463552940,1633132680,K8NVH,EN82lm,-30,7.040190,WE2FAT,FN31,23,0,834,281,7,WD_2.10k,1
3463553571,1633132680,K9AN,EN50wc,-12,7.040191,WE2FAT,FN31,23,0,1277,268,7,2.4.0,1
3463553295,1633132680,K9DZT,EN52wx,-11,7.040192,WE2FAT,FN31,23,0,1251,283,7,WD_2.10k,1
3463551894,1633132680,KA4HLG,FM18gv,-13,7.040202,WE2FAT,FN31,23,0,472,234,7,0.2r_wsprd,1
3463553925,1633132680,KA7OEI-1,DN31uo,-23,7.040190,WE2FAT,FN31,23,0,3238,284,7,WD_2.10k,1
3463552688,1633132680,KB5WGT,FM19kb,-5,7.040186,WE2FAT,FN31,23,0,438,234,7,2.3.0,1
3463552881,1633132680,KB9AMG,EN52tx,-17,7.040190,WE2FAT,FN31,23,0,1272,283,7,1.6.1-deve,1
3463554123,1633132680,KK6PR,CN94ik,-31,7.040190,WE2FAT,FN31,23,0,3883,291,7,WD_2.10k,1
3463551016,1633132680,KO4JZR,FM05nr,-23,7.040195,WE2FAT,FN31,23,0,815,220,7,2.3.1,1
3463551360,1633132680,KR4VJ,EM66sx,-17,7.040197,WE2FAT,FN31,23,0,1258,251,7,2.1.2,1
3463552459,1633132680,KV4XY,EM75vu,-22,7.040197,WE2FAT,FN31,23,0,1152,241,7,2.4.0,1
3463552798,1633132680,KX4O,FM18cp,-10,7.040188,WE2FAT,FN31,23,0,512,234,7,WD_2.10k,1
3463552788,1633132680,LX1DQ,JN39cq,-16,7.040184,WE2FAT,FN31,23,0,5944,52,7,WD_2.10k,1
3463551390,1633132680,M0OLS,IO81ui,-27,7.040191,WE2FAT,FN31,23,0,5316,53,7,2.3.0,1
3463552700,1633132680,N1PCE,FN44ei,-18,7.040198,WE2FAT,FN31,23,0,340,19,7,2.4.0,1
3463554190,1633132680,N2HQI,FN13sa,-22,7.040192,WE2FAT,FN31,23,0,329,303,7,,1
3463552776,1633132680,N2TAO,EM83gx,-14,7.040191,WE2FAT,FN31,23,0,1237,231,7,2.4.0,1
3463552764,1633132680,N5XKG,EM63if,-20,7.040188,WE2FAT,FN31,23,0,1555,238,7,2.4.0,1
3463552870,1633132680,N6GN/K,DN70jo,-24,7.040190,WE2FAT,FN31,23,0,2684,279,7,WD_2.10k,1
3463552369,1633132680,N8VIM,FN42fq,-14,7.040157,WE2FAT,FN31,23,-2,183,42,7,2.1.0,1
3463552493,1633132680,N8VZ,EM89wh,-14,7.040190,WE2FAT,FN31,23,0,806,256,7,2.3.1,1
3463553149,1633132680,OE9GHV,JN47wk,-28,7.040190,WE2FAT,FN31,23,0,6295,54,7,WD_2.10k,1
3463552615,1633132680,ON4WS,JO20hi,-28,7.040191,WE2FAT,FN31,23,0,5811,52,7,2.1.2,1
3463552743,1633132680,ON5KQ,JO10os,-24,7.040191,WE2FAT,FN31,23,0,5701,52,7,WD_2.10k,1
3463551292,1633132680,VA3RQX,FN03kt,-6,7.040192,WE2FAT,FN31,23,0,561,300,7,2.3.0,1
3463551891,1633132680,VE3CWM,FN15xi,-17,7.040205,WE2FAT,FN31,23,0,494,332,7,2.4.0,1
3463553002,1633132680,VE3GTC,FN25ig,-14,7.040163,WE2FAT,FN31,23,0,459,337,7,2.4.0,1
3463553464,1633132680,W1BW,FN42ki,-19,7.040191,WE2FAT,FN31,23,0,186,58,7,,1
3463554195,1633132680,W2GNN,FN20qh,-20,7.040209,WE2FAT,FN31,23,0,186,226,7,,1
3463553245,1633132680,W3ENR,FM28jh,-3,7.040183,WE2FAT,FN31,23,0,398,208,7,WD_2.10k,1
3463552222,1633132680,W4WLO,EM50vj,-23,7.040195,WE2FAT,FN31,23,0,1834,233,7,2.1.2,1
3463552547,1633132680,W8AC,EN91jm,-3,7.040191,WE2FAT,FN31,23,0,680,273,7,2.4.0,1
3463552035,1633132680,WA1RAJ,FN42dt,-13,7.040200,WE2FAT,FN31,23,0,185,36,7,2.1.0,1
3463553337,1633132680,WA2TP,FN30lu,-9,7.040190,WE2FAT,FN31,23,0,69,180,7,WD_2.10k,1
3463553995,1633132680,WA2ZKD,FN13ed,-24,7.040190,WE2FAT,FN31,23,0,420,298,7,WD_2.10k,1
3463553313,1633132680,WA3TTS,EN90xn,-18,7.040185,WE2FAT,FN31,23,0,596,262,7,2.5.0-rc5,1
3463552502,1633132680,WB8SCG,FM16qv,-8,7.040191,WE2FAT,FN31,23,0,596,212,7,2.3.0,1
3463551628,1633132680,WD4ELG,FM06be,-10,7.040200,WE2FAT,FN31,23,0,834,227,7,2.3.0,1
3463553145,1633132680,WS3W,FM19ng,-4,7.040188,WE2FAT,FN31,23,0,407,234,7,,1
3463551542,1633132680,AA7NM,CN86ox,-12,18.106209,WI6P,CN87,37,-1,59,161,18,SparkSDR,1
3463553462,1633132680,AI6VN/KH6,BL10rx,-8,18.106209,WI6P,CN87,37,-1,4204,237,18,WD_3.0a,1
3463553144,1633132680,K9AN,EN50wc,-18,18.106204,WI6P,CN87,37,-1,2893,94,18,2.4.0,1
3463553168,1633132680,K9DZT,EN52wx,-27,18.106207,WI6P,CN87,37,0,2756,87,18,WD_2.10k,1
3463553447,1633132680,KB9AMG,EN52tx,-9,18.106219,WI6P,CN87,37,-1,2737,88,18,1.6.1-deve,1
3463553524,1633132680,KFS,CM87tj,-23,18.106204,WI6P,CN87,37,-1,1123,177,18,WD_3.0a,1
3463551917,1633132680,VK4CT,QG62jv,-32,18.106154,WI6P,CN87,37,0,11780,247,18,,1
3463551073,1633132680,VK4EMM,QG62jv,-30,18.106124,WI6P,CN87,37,-1,11780,247,18,,1
3463551067,1633132680,WA5DJJ,DM62ph,-3,18.106204,WI6P,CN87,37,0,2178,135,18,2.2.2,1
3463553302,1633132680,ZL2005SWL,RE68mx,-25,18.106206,WI6P,CN87,37,-1,11680,225,18,WD_2.10k,1
3463553707,1633132680,KFS,CM87tj,-30,3.570041,WI6RE,DM15,23,0,522,296,3,WD_3.0a,1
3463553752,1633132680,KPH,CM88mc,-29,3.570040,WI6RE,DM15,23,0,602,301,3,WD_3.0a,1
3463552174,1633132680,AA7NM,CN86ox,-10,14.097142,WY1U,FN31nl,23,0,3956,296,14,SparkSDR,1
3463553058,1633132680,AG7YP,DN45lp,-25,14.097138,WY1U,FN31nl,23,1,3080,292,14,WD_2.10k,1
3463553726,1633132680,EA8BFK,IL38bo,-20,14.097139,WY1U,FN31nl,23,0,5450,86,14,WD_2.10k,1
3463552424,1633132680,K4IQJ,EM72gn,-2,14.097140,WY1U,FN31nl,23,1,1491,232,14,2.2.2,1
3463551507,1633132680,K5XL,EM12kp,-21,14.097139,WY1U,FN31nl,23,0,2355,253,14,2.3.0,1
3463551386,1633132680,K6MCS,CM98hq,-30,14.097146,WY1U,FN31nl,23,1,4084,282,14,2.2.2,1
3463552601,1633132680,KA4PKB/0,EN41kf,-5,14.097141,WY1U,FN31nl,23,0,1521,275,14,2.4.0,1
3463553997,1633132680,KA7OEI,DN40ao,-14,14.097136,WY1U,FN31nl,23,0,3251,281,14,WD_2.10k,1
3463553869,1633132680,KA7OEI-1,DN31uo,-6,14.097145,WY1U,FN31nl,23,0,3251,284,14,WD_2.10k,1
3463553576,1633132680,KFS,CM87tj,-16,14.097139,WY1U,FN31nl,23,0,4217,281,14,WD_3.0a,1
3463553844,1633132680,KH6KR,BL10ts,-24,14.097185,WY1U,FN31nl,23,2,7971,282,14,WD_2.10k,1
3463554092,1633132680,KK6PR,CN94ik,-13,14.097138,WY1U,FN31nl,23,1,3896,292,14,WD_2.10k,1
3463553714,1633132680,KPH,CM88mc,-20,14.097138,WY1U,FN31nl,23,0,4236,282,14,WD_3.0a,1
3463552312,1633132680,KS0FT/0,EN42ba,-3,14.097139,WY1U,FN31nl,23,0,1574,279,14,2.2.2,1
3463552655,1633132680,N6GN/K,DN70jo,-20,14.097139,WY1U,FN31nl,23,1,2698,279,14,WD_2.10k,1
3463553794,1633132680,ND7M,DM16xf,-23,14.097139,WY1U,FN31nl,23,1,3744,275,14,WD_2.10k,1
3463552930,1633132680,PY2SDR,GG56tv,-30,14.097145,WY1U,FN31nl,23,1,7612,156,14,,1
3463552215,1633132680,VA7PP,CN88hm,-21,14.097150,WY1U,FN31nl,23,0,3972,299,14,2.4.0,1
3463552292,1633132680,VE7UTS,CN89li,-22,14.097140,WY1U,FN31nl,23,0,3936,300,14,1.8.0,1
3463552241,1633132680,W4HOD,EM72eo,-10,14.097141,WY1U,FN31nl,23,0,1499,233,14,2.4.0,1
3463551704,1633132680,W7EP,EM58bn,-12,14.097138,WY1U,FN31nl,23,0,1481,263,14,2.1.2,1
3463553629,1633132680,WA6OUR-K,CN87xo,-24,14.097138,WY1U,FN31nl,23,1,3889,297,14,,1
3463551135,1633132680,WF7W/S,CN88hb,-6,14.097155,WY1U,FN31nl,23,0,3979,298,14,2.3.1,1
3463552988,1633132680,WO7I,DN10cw,-18,14.097139,WY1U,FN31nl,23,0,3715,284,14,WD_2.10k,1
3463553671,1633132680,K9AN,EN50wc,-18,14.097099,ZB2YN,IM76hd,23,1,6977,301,14,2.4.0,1
3463553858,1633132680,N2HQI,FN13sa,-26,14.097106,ZB2YN,IM76hd,23,0,5957,301,14,,1
3463552820,1633132680,ZS3D,KG01,-12,7.040204,ZS3D/N,KG01pn,0,0,34,254,7,2.2.2,1
3463554673,1633132740,KE8BPV,EN82ch,-6,10.140216,NI5F,EM70,30,0,1321,4,10,0.2r_wsprd,1
